x,SO₂
564.0,239.5
565.0,239.5
566.0,239.5
567.0,239.5
568.0,239.5
569.0,239.5
570.0,239.5
571.0,239.5
572.0,239.5
573.0,239.5
574.0,239.5
575.0,238.5
576.0,239.0
577.0,239.5
578.0,239.5
579.0,239.5
580.0,239.5
581.0,239.5
582.0,239.5
583.0,239.5
587.0,239.5
588.0,239.5
589.0,239.5
590.0,239.5
591.0,239.5
592.0,239.0
593.0,238.5
594.0,238.5
595.0,239.5
596.0,239.5
597.0,239.5
598.0,239.5
599.0,239.5
600.0,239.5
601.0,239.5
602.0,239.5
603.0,239.0
604.0,239.0
605.0,239.0
606.0,238.5
607.0,238.5
608.0,238.5
609.0,238.5
610.0,238.5
611.0,238.5
612.0,236.5
613.0,235.5
614.0,233.5
615.0,235.5
616.0,236.5
617.0,237.0
618.0,237.5
619.0,238.5
620.0,238.5
621.0,238.5
622.0,238.5
623.0,238.5
624.0,238.5
625.0,238.5
626.0,238.0
627.0,237.0
628.0,236.5
629.0,236.5
630.0,236.5
631.0,235.5
632.0,235.0
633.0,233.0
634.0,232.5
635.0,233.5
636.0,235.5
637.0,236.5
638.0,237.0
639.0,237.5
640.0,238.0
641.0,237.0
642.0,236.5
643.0,236.5
644.0,236.5
645.0,236.5
646.0,236.5
647.0,236.5
648.0,236.5
649.0,236.5
650.0,236.0
651.0,235.0
653.0,231.5
654.0,233.5
655.0,235.0
656.0,236.0
657.0,236.5
658.0,236.5
659.0,236.5
660.0,236.5
661.0,235.5
662.0,235.5
663.0,236.5
664.0,236.5
665.0,236.0
666.0,236.5
667.0,236.5
668.0,236.5
669.0,236.5
670.0,236.0
671.0,235.0
672.0,234.0
673.0,233.5
674.0,234.5
675.0,236.0
676.0,236.0
677.0,235.0
678.0,235.0
679.0,236.5
680.0,236.5
681.0,236.5
682.0,236.0
683.0,235.5
684.0,235.5
685.0,235.5
686.0,235.0
687.0,234.5
688.0,234.5
689.0,234.5
690.0,234.5
691.0,234.0
692.0,233.5
693.0,233.5
694.0,234.0
695.0,234.5
696.0,234.5
697.0,234.5
698.0,235.0
699.0,236.5
700.0,236.5
701.0,236.5
702.0,236.5
703.0,237.5
704.0,237.0
705.0,237.0
706.0,238.5
707.0,239.5
708.0,239.5
709.0,239.5
710.0,239.0
711.0,239.0
712.0,238.5
713.0,238.5
714.0,238.5
715.0,238.5
716.0,238.5
717.0,238.5
718.0,238.5
719.0,238.5
720.0,238.5
721.0,239.0
722.0,239.5
723.0,239.5
724.0,239.5
725.0,239.5
726.0,239.5
727.0,239.0
728.0,238.0
729.0,235.5
730.0,233.5
731.0,232.0
732.0,233.0
733.0,236.0
734.0,237.5
735.0,238.5
736.0,238.5
737.0,238.0
738.0,237.0
739.0,236.5
740.0,236.5
741.0,237.5
742.0,238.5
743.0,238.5
744.0,239.5
745.0,239.5
746.0,239.5
747.0,238.5
748.0,238.5
749.0,238.5
750.0,238.5
751.0,238.5
752.0,239.0
753.0,239.5
754.0,239.5
755.0,239.5
756.0,239.5
757.0,239.5
758.0,239.5
