60,234
60,235
61,234
61,235
61,236
62,235
62,236
63,235
63,236
64,236
64,235
65,235
65,236
66,236
69,232
70,232
71,232
71,233
72,234
72,232
72,233
73,235
73,233
73,234
74,234
74,235
75,234
75,235
76,234
76,235
77,235
77,234
77,233
78,233
78,234
86,235
86,236
88,229
88,230
88,231
88,232
92,234
92,233
92,231
92,230
92,232
93,232
93,233
93,234
93,235
93,236
93,237
130,236
130,237
130,235
130,234
159,237
159,238
160,238
160,239
161,239
167,233
167,234
168,234
168,237
168,236
168,233
168,235
169,236
169,237
169,238
170,237
170,238
170,239
171,239
171,238
172,238
172,239
173,238
173,239
174,238
174,239
175,238
175,239
176,238
176,239
177,239
177,238
178,238
178,239
179,238
179,239
180,236
180,237
180,238
181,236
181,237
181,235
182,234
182,235
182,236
183,234
183,235
184,234
184,235
185,235
185,233
185,234
186,234
186,233
187,233
187,234
188,233
188,234
189,233
189,234
189,235
190,234
190,235
190,236
191,236
191,234
191,235
192,234
192,235
192,236
192,237
193,237
197,238
198,238
199,239
199,238
206,236
206,237
207,236
207,237
207,238
208,237
208,238
208,239
209,239
209,238
210,238
210,239
211,238
211,239
212,238
212,239
213,238
213,239
214,239
214,238
215,238
215,239
216,238
216,239
217,238
217,239
218,239
218,238
219,239
219,238
220,237
220,238
220,239
225,236
225,234
225,235
225,237
226,237
226,236
227,237
227,238
227,236
228,239
228,238
229,238
229,239
230,238
230,239
231,238
231,239
232,238
232,239
233,239
233,238
234,238
234,239
235,238
235,239
236,238
236,239
237,238
237,239
238,238
238,239
239,238
239,237
245,229
245,230
245,231
246,235
246,236
246,233
246,234
246,231
246,230
246,229
246,232
247,234
247,235
247,236
248,236
248,237
249,237
249,236
249,238
250,237
250,238
251,239
251,238
252,238
252,239
253,238
253,239
254,238
254,239
255,238
255,239
256,239
256,238
257,238
257,239
258,238
258,239
259,238
259,239
260,238
260,239
261,237
261,238
262,237
262,236
262,235
263,234
263,235
263,236
264,232
264,233
264,234
264,235
265,233
265,232
266,232
267,232
272,233
272,234
272,235
276,236
277,236
280,232
280,233
281,229
281,230
281,228
281,224
281,226
281,225
281,227
285,228
285,229
285,230
285,231
285,232
286,234
286,233
286,231
286,230
286,232
287,233
287,234
287,235
288,236
288,234
288,235
289,236
289,235
290,235
290,236
291,235
291,236
292,235
292,236
293,236
294,235
294,236
295,237
295,236
296,236
296,237
301,235
301,236
305,234
305,235
305,236
306,232
306,233
306,231
307,230
307,231
308,231
308,232
309,232
309,233
309,234
310,234
310,235
310,233
311,235
311,236
311,237
312,236
312,237
313,236
313,237
314,236
314,237
315,238
315,236
315,237
316,237
316,238
316,239
317,238
317,239
322,236
323,237
323,236
323,238
324,237
324,238
324,239
325,238
325,239
326,238
326,239
327,239
327,238
328,239
328,238
329,238
329,239
330,238
330,239
331,236
331,237
331,238
332,237
332,238
333,239
333,238
334,238
334,239
335,238
335,239
336,238
336,239
337,238
337,239
338,238
340,237
340,236
342,228
342,229
342,230
342,231
342,232
342,233
342,234
343,235
343,234
343,233
343,232
343,231
344,235
344,236
344,237
345,236
345,237
346,236
346,237
347,237
347,236
348,236
348,237
348,238
349,237
349,238
350,236
350,237
350,238
351,237
351,236
352,236
352,237
353,236
353,237
353,238
354,237
354,238
355,236
355,237
355,238
356,238
356,237
357,237
357,238
357,239
358,236
358,237
358,238
359,236
359,237
360,237
360,236
361,236
361,237
362,236
362,237
363,236
363,237
363,238
364,238
364,239
364,237
365,238
365,237
366,236
366,237
367,236
367,237
367,238
368,237
368,238
368,239
369,238
369,237
369,236
370,236
370,237
371,236
371,237
372,236
372,237
373,236
373,237
374,237
374,236
375,236
375,237
376,235
376,236
377,234
377,235
377,236
378,235
378,233
378,234
378,236
380,228
380,229
381,228
381,227
381,229
381,225
381,224
381,226
382,231
382,230
382,229
382,228
383,230
383,231
383,232
383,233
384,232
384,233
384,234
385,236
385,234
385,235
386,235
386,236
387,236
387,237
388,238
388,236
388,237
389,239
389,237
389,238
390,237
390,238
390,239
391,236
391,237
391,238
392,238
392,239
392,237
392,236
393,238
393,239
394,238
394,239
395,238
395,239
396,238
396,239
397,239
397,238
398,237
398,238
398,236
399,235
399,236
399,237
400,234
400,235
401,233
401,234
401,235
402,236
402,234
402,235
403,236
403,237
404,236
404,237
405,236
405,237
406,236
406,237
407,237
407,236
408,236
408,237
409,236
409,237
409,238
410,237
410,238
410,239
411,238
411,239
412,239
412,238
413,237
413,238
413,239
414,236
414,237
414,238
415,237
415,238
415,236
416,239
416,238
417,236
417,237
417,238
417,239
418,238
418,236
418,235
418,237
418,233
418,232
418,234
419,232
419,233
419,234
420,235
420,232
420,233
420,234
421,235
421,236
421,233
421,234
422,236
422,237
423,236
423,237
424,236
424,237
425,236
425,237
426,237
426,236
427,236
427,237
428,236
428,237
429,236
429,237
430,236
430,237
431,236
431,237
432,237
432,236
433,236
433,237
434,235
434,236
434,237
435,235
435,236
436,234
436,235
437,235
437,234
437,233
438,233
438,234
438,235
439,233
439,234
439,235
440,233
440,234
440,235
441,236
441,234
441,235
442,236
442,237
443,236
443,237
444,236
444,237
445,236
445,235
446,236
446,234
446,235
447,234
447,235
447,236
448,235
448,236
449,235
449,236
449,234
449,232
449,231
449,233
450,231
450,232
450,233
450,234
450,235
451,235
451,234
451,233
451,232
452,234
452,235
452,236
453,235
453,236
453,237
454,237
454,236
455,237
455,236
455,233
455,234
455,235
456,230
456,231
456,232
456,233
456,234
456,235
456,236
457,229
457,230
457,231
458,230
458,229
458,231
459,231
459,230
459,232
460,236
460,235
460,234
460,233
461,234
461,235
461,236
462,236
462,237
463,236
463,237
464,237
464,236
465,235
465,236
466,235
466,236
467,234
467,235
467,236
468,234
468,235
469,234
469,233
470,234
470,235
471,234
471,235
472,234
472,235
472,236
473,236
473,235
473,234
474,233
474,234
474,235
475,231
475,232
475,233
475,234
476,234
476,235
476,233
477,237
477,238
477,236
478,238
478,239
479,239
480,239
480,240
481,239
481,240
482,239
482,240
483,239
483,238
484,237
484,238
484,239
485,236
485,237
485,238
486,237
486,238
487,238
487,237
487,236
488,237
488,238
488,239
489,238
489,239
490,238
490,239
490,240
491,240
491,239
492,238
492,239
493,238
493,239
494,238
494,239
495,239
495,238
495,240
496,239
496,238
496,237
496,236
497,235
497,236
497,237
498,236
498,237
499,236
499,237
500,238
500,237
500,236
501,238
501,239
502,238
502,239
503,238
503,239
504,237
504,238
505,237
505,236
506,236
506,237
507,236
507,237
508,236
508,237
508,238
509,239
509,238
509,237
510,238
510,239
511,238
511,239
512,238
512,239
513,238
513,239
514,239
514,238
515,240
515,239
515,238
516,238
516,239
517,238
517,239
518,238
518,239
519,238
519,239
520,239
520,238
521,238
521,239
522,238
522,239
523,238
523,239
524,238
524,239
525,239
525,238
526,238
526,239
527,239
527,240
528,239
528,240
529,240
529,238
529,239
530,239
530,238
531,238
531,239
532,238
532,239
533,238
533,239
533,240
534,239
534,238
534,240
535,239
535,238
536,238
536,239
536,240
537,239
537,240
538,239
538,240
539,239
539,240
540,240
540,239
541,239
541,240
542,239
542,240
543,239
543,240
544,238
544,239
545,239
545,240
545,238
546,238
546,239
546,240
547,238
547,239
548,238
548,239
549,238
549,237
549,239
550,238
550,236
550,237
551,236
551,237
552,236
552,237
553,236
553,237
554,236
554,237
554,235
554,233
554,234
554,232
555,232
555,233
555,234
555,235
556,234
556,235
557,236
558,238
558,236
558,237
559,237
559,238
559,239
560,238
560,239
561,238
561,239
562,239
562,238
563,238
563,239
563,240
564,239
564,240
565,239
565,240
566,239
566,240
567,239
567,240
568,239
568,240
569,239
569,240
570,239
570,240
571,240
571,239
572,240
572,239
573,239
573,240
574,239
574,240
575,238
575,239
576,238
576,239
576,240
577,240
577,239
578,239
578,240
579,239
579,240
580,239
580,240
581,239
581,240
582,240
582,239
583,240
583,239
587,239
587,240
588,239
588,240
589,239
589,240
590,239
590,240
591,240
591,239
592,238
592,239
592,240
593,238
593,239
594,238
594,239
595,240
595,239
596,240
596,239
597,239
597,240
598,239
598,240
599,239
599,240
600,239
600,240
601,240
601,239
602,239
602,240
603,238
603,239
603,240
604,240
604,238
604,239
605,239
605,240
605,238
606,238
606,239
607,238
607,239
608,238
608,239
609,239
609,238
610,239
610,238
611,238
611,239
612,238
612,235
612,236
612,237
613,235
613,236
613,234
613,237
614,235
614,234
614,233
614,232
615,234
615,235
615,236
615,237
616,236
616,237
617,236
617,237
617,238
618,238
618,237
619,238
619,239
620,238
620,239
621,238
621,239
622,238
622,239
623,239
623,238
624,238
624,239
625,238
625,239
626,237
626,238
626,239
627,237
627,238
627,236
628,236
628,237
629,236
629,237
630,236
630,237
631,235
631,236
632,235
633,233
634,233
634,232
635,232
635,233
635,234
635,235
636,234
636,235
636,236
636,237
637,237
637,236
638,236
638,237
638,238
639,237
639,238
640,237
640,238
640,239
641,238
641,237
641,236
642,236
642,237
643,236
643,237
644,236
644,237
645,236
645,237
646,237
646,236
647,236
647,237
648,236
648,237
649,236
649,237
650,237
650,235
650,236
651,235
653,233
653,232
653,231
653,230
654,232
654,233
654,234
654,235
655,234
655,235
655,236
656,236
656,237
656,235
657,236
657,237
658,236
658,237
659,236
659,237
660,236
660,237
661,236
661,235
662,236
662,235
663,236
663,237
664,236
664,237
665,235
665,236
665,237
666,236
666,237
667,237
