x,CO
149.0,61.36363636363636
150.0,59.31818181818181
151.0,56.86363636363637
152.0,56.86363636363637
153.0,62.99999999999999
154.0,69.13636363636364
155.0,77.31818181818183
156.0,80.18181818181817
157.0,80.18181818181817
158.0,77.31818181818183
159.0,74.04545454545455
160.0,72.4090909090909
161.0,72.81818181818181
162.0,74.45454545454545
163.0,85.5
164.0,90.0
165.0,92.04545454545455
166.0,85.9090909090909
167.0,76.9090909090909
168.0,69.54545454545455
169.0,63.409090909090914
170.0,55.63636363636363
171.0,52.36363636363636
172.0,52.36363636363636
173.0,56.45454545454546
174.0,59.31818181818181
175.0,62.590909090909086
176.0,63.81818181818182
177.0,63.81818181818182
178.0,63.409090909090914
179.0,61.36363636363636
180.0,60.13636363636364
181.0,59.31818181818181
182.0,60.13636363636364
183.0,61.77272727272727
184.0,65.04545454545455
185.0,65.86363636363636
186.0,65.45454545454545
187.0,62.590909090909086
188.0,60.95454545454545
189.0,58.90909090909091
190.0,58.5
191.0,62.590909090909086
192.0,63.81818181818182
193.0,65.04545454545455
194.0,65.86363636363636
195.0,66.68181818181819
196.0,67.9090909090909
197.0,67.9090909090909
198.0,65.04545454545455
199.0,62.18181818181818
200.0,59.727272727272734
201.0,59.727272727272734
202.0,61.77272727272727
203.0,64.63636363636363
204.0,65.04545454545455
205.0,60.95454545454545
206.0,55.63636363636363
207.0,48.68181818181818
208.0,43.77272727272727
209.0,39.27272727272727
210.0,39.27272727272727
211.0,42.54545454545455
212.0,46.63636363636364
213.0,49.090909090909086
214.0,49.50000000000001
215.0,50.31818181818182
216.0,51.13636363636364
217.0,50.31818181818182
218.0,49.50000000000001
219.0,49.50000000000001
220.0,51.13636363636364
221.0,52.772727272727266
222.0,57.68181818181818
223.0,60.13636363636364
224.0,58.09090909090909
225.0,49.50000000000001
226.0,41.31818181818182
227.0,36.0
229.0,33.54545454545455
230.0,35.59090909090909
231.0,38.45454545454545
232.0,40.90909090909091
233.0,44.59090909090909
234.0,46.227272727272734
235.0,47.04545454545455
236.0,48.27272727272727
237.0,49.50000000000001
238.0,49.50000000000001
239.0,49.50000000000001
240.0,53.18181818181819
241.0,62.99999999999999
242.0,67.5
243.0,68.72727272727273
244.0,62.590909090909086
245.0,53.18181818181819
246.0,45.0
247.0,38.86363636363637
249.0,38.04545454545455
250.0,43.36363636363636
251.0,47.86363636363637
252.0,54.40909090909091
253.0,55.63636363636363
254.0,54.40909090909091
255.0,51.54545454545455
256.0,50.72727272727273
257.0,51.95454545454545
258.0,54.0
259.0,55.22727272727273
260.0,58.09090909090909
261.0,61.36363636363636
262.0,64.63636363636363
263.0,65.45454545454545
264.0,63.409090909090914
265.0,61.36363636363636
266.0,61.77272727272727
268.0,65.04545454545455
269.0,69.54545454545455
270.0,74.86363636363636
271.0,81.81818181818181
272.0,83.86363636363636
274.0,88.77272727272727
275.0,87.54545454545455
277.0,83.86363636363636
278.0,81.0
279.0,79.36363636363636
280.0,81.0
281.0,82.63636363636364
282.0,82.22727272727273
283.0,74.45454545454545
284.0,67.9090909090909
285.0,59.727272727272734
286.0,56.45454545454546
287.0,55.22727272727273
288.0,56.45454545454546
289.0,60.54545454545455
290.0,65.45454545454545
291.0,70.36363636363637
292.0,74.04545454545455
293.0,75.68181818181819
294.0,75.68181818181819
295.0,74.04545454545455
296.0,72.0
297.0,71.18181818181819
298.0,72.4090909090909
299.0,75.27272727272727
300.0,83.45454545454545
301.0,90.40909090909092
302.0,97.77272727272728
303.0,96.95454545454547
304.0,92.04545454545455
305.0,84.27272727272728
306.0,78.54545454545455
307.0,75.27272727272727
308.0,75.68181818181819
309.0,74.86363636363636
310.0,70.36363636363637
311.0,60.95454545454545
312.0,54.40909090909091
313.0,48.68181818181818
314.0,46.63636363636364
315.0,46.227272727272734
316.0,48.27272727272727
317.0,50.72727272727273
318.0,53.59090909090909
319.0,60.13636363636364
320.0,66.27272727272727
321.0,65.86363636363636
322.0,57.68181818181818
323.0,46.227272727272734
324.0,39.27272727272727
325.0,35.59090909090909
326.0,33.95454545454545
327.0,35.18181818181819
328.0,45.0
329.0,53.18181818181819
330.0,65.45454545454545
331.0,71.18181818181819
332.0,74.04545454545455
333.0,73.22727272727272
334.0,69.54545454545455
335.0,67.0909090909091
336.0,66.68181818181819
337.0,64.63636363636363
338.0,62.590909090909086
339.0,62.99999999999999
340.0,64.22727272727272
341.0,60.13636363636364
342.0,51.95454545454545
343.0,46.227272727272734
344.0,41.31818181818182
345.0,40.090909090909086
346.0,40.090909090909086
347.0,42.95454545454545
348.0,46.227272727272734
349.0,53.18181818181819
350.0,58.09090909090909
351.0,64.63636363636363
352.0,68.31818181818181
353.0,68.72727272727273
354.0,67.5
355.0,66.68181818181819
356.0,64.63636363636363
357.0,63.409090909090914
358.0,67.5
359.0,73.22727272727272
360.0,72.81818181818181
361.0,62.590909090909086
362.0,51.95454545454545
363.0,43.77272727272727
364.0,38.86363636363637
365.0,36.40909090909091
366.0,40.090909090909086
367.0,45.81818181818181
368.0,60.95454545454545
369.0,70.77272727272728
370.0,82.63636363636364
371.0,84.68181818181819
372.0,85.0909090909091
373.0,80.5909090909091
374.0,73.22727272727272
375.0,67.0909090909091
376.0,63.409090909090914
377.0,62.99999999999999
378.0,64.63636363636363
379.0,66.68181818181819
380.0,65.86363636363636
381.0,62.18181818181818
382.0,56.04545454545454
383.0,51.13636363636364
384.0,47.04545454545455
385.0,47.04545454545455
386.0,51.13636363636364
387.0,56.86363636363637
388.0,63.409090909090914
389.0,68.31818181818181
390.0,68.72727272727273
391.0,66.68181818181819
392.0,66.27272727272727
393.0,68.31818181818181
394.0,68.72727272727273
395.0,67.9090909090909
396.0,67.5
397.0,66.27272727272727
398.0,68.72727272727273
399.0,71.18181818181819
400.0,69.13636363636364
401.0,62.590909090909086
402.0,55.22727272727273
403.0,50.72727272727273
404.0,47.86363636363637
405.0,47.86363636363637
406.0,50.72727272727273
407.0,52.36363636363636
408.0,53.59090909090909
409.0,54.0
410.0,54.40909090909091
411.0,52.36363636363636
412.0,50.72727272727273
413.0,49.909090909090914
414.0,49.909090909090914
415.0,52.36363636363636
416.0,58.09090909090909
417.0,64.63636363636363
418.0,68.31818181818181
419.0,67.0909090909091
420.0,58.90909090909091
421.0,52.36363636363636
422.0,45.40909090909091
423.0,42.95454545454545
424.0,41.72727272727273
425.0,44.59090909090909
426.0,50.72727272727273
427.0,57.27272727272727
428.0,62.590909090909086
429.0,65.45454545454545
430.0,65.86363636363636
431.0,64.63636363636363
432.0,62.99999999999999
433.0,60.54545454545455
434.0,58.5
435.0,57.68181818181818
436.0,58.90909090909091
437.0,61.36363636363636
438.0,61.36363636363636
439.0,58.09090909090909
440.0,52.36363636363636
441.0,45.40909090909091
442.0,40.5
443.0,39.27272727272727
444.0,42.95454545454545
445.0,47.86363636363637
446.0,51.13636363636364
447.0,53.18181818181819
448.0,54.40909090909091
449.0,54.40909090909091
450.0,53.18181818181819
451.0,53.18181818181819
452.0,54.0
453.0,53.59090909090909
454.0,54.0
455.0,56.04545454545454
456.0,58.5
457.0,60.13636363636364
458.0,58.5
459.0,54.40909090909091
460.0,48.27272727272727
461.0,42.54545454545455
462.0,38.86363636363637
463.0,38.45454545454545
464.0,40.90909090909091
465.0,44.18181818181818
466.0,47.86363636363637
467.0,50.72727272727273
468.0,49.50000000000001
469.0,47.04545454545455
470.0,44.18181818181818
471.0,42.13636363636364
472.0,39.27272727272727
473.0,38.04545454545455
474.0,36.81818181818182
475.0,36.0
476.0,33.95454545454545
477.0,31.499999999999996
478.0,27.0
479.0,23.727272727272727
480.0,20.454545454545453
481.0,19.227272727272727
482.0,20.454545454545453
483.0,24.954545454545457
484.0,29.454545454545453
485.0,33.95454545454545
486.0,36.0
487.0,36.40909090909091
488.0,37.63636363636363
489.0,38.45454545454545
490.0,38.86363636363637
491.0,38.45454545454545
492.0,38.45454545454545
493.0,38.86363636363637
494.0,40.5
495.0,45.0
496.0,46.63636363636364
497.0,43.77272727272727
498.0,36.40909090909091
499.0,30.68181818181818
500.0,27.0
501.0,25.772727272727273
502.0,26.18181818181818
503.0,28.636363636363637
504.0,31.09090909090909
505.0,32.31818181818181
506.0,32.31818181818181
507.0,32.72727272727273
508.0,32.31818181818181
509.0,31.09090909090909
510.0,29.454545454545453
511.0,27.40909090909091
512.0,26.590909090909093
513.0,25.363636363636363
514.0,24.136363636363637
515.0,23.31818181818182
516.0,23.727272727272727
517.0,23.31818181818182
518.0,22.09090909090909
519.0,21.272727272727273
520.0,20.045454545454543
521.0,19.636363636363637
522.0,20.454545454545453
523.0,22.09090909090909
524.0,23.31818181818182
525.0,24.545454545454543
526.0,25.363636363636363
527.0,25.772727272727273
528.0,26.18181818181818
529.0,26.18181818181818
530.0,24.545454545454543
531.0,23.727272727272727
532.0,23.727272727272727
533.0,24.954545454545457
534.0,27.0
535.0,27.0
536.0,24.545454545454543
537.0,21.68181818181818
538.0,20.454545454545453
539.0,19.636363636363637
540.0,18.818181818181817
541.0,18.0
542.0,19.636363636363637
543.0,24.136363636363637
544.0,29.863636363636367
545.0,33.54545454545455
546.0,36.40909090909091
547.0,36.81818181818182
548.0,33.13636363636363
549.0,28.636363636363637
550.0,25.772727272727273
551.0,25.772727272727273
552.0,28.22727272727273
553.0,30.272727272727273
554.0,31.90909090909091
555.0,30.68181818181818
556.0,27.40909090909091
557.0,24.545454545454543
558.0,22.5
559.0,22.5
560.0,25.772727272727273
561.0,27.40909090909091
562.0,25.772727272727273
563.0,25.363636363636363
564.0,24.954545454545457
565.0,24.136363636363637
566.0,23.727272727272727
567.0,23.727272727272727
568.0,23.31818181818182
569.0,23.31818181818182
570.0,23.31818181818182
571.0,24.545454545454543
572.0,26.590909090909093
573.0,29.045454545454547
574.0,29.045454545454547
575.0,27.818181818181817
576.0,24.545454545454543
577.0,22.09090909090909
578.0,20.863636363636363
579.0,20.863636363636363
580.0,22.5
581.0,23.727272727272727
582.0,25.363636363636363
583.0,27.818181818181817
584.0,29.045454545454547
587.0,29.863636363636367
588.0,29.045454545454547
589.0,27.818181818181817
590.0,27.40909090909091
591.0,29.863636363636367
592.0,32.31818181818181
593.0,33.13636363636363
594.0,30.272727272727273
595.0,27.0
596.0,24.136363636363637
597.0,22.5
598.0,22.5
599.0,22.909090909090907
600.0,24.954545454545457
601.0,28.22727272727273
602.0,32.72727272727273
603.0,37.22727272727273
604.0,40.90909090909091
605.0,41.72727272727273
606.0,40.5
607.0,38.86363636363637
608.0,39.68181818181818
609.0,40.90909090909091
610.0,42.13636363636364
611.0,49.50000000000001
612.0,52.36363636363636
613.0,50.72727272727273
614.0,41.31818181818182
615.0,34.77272727272727
616.0,29.863636363636367
617.0,27.818181818181817
618.0,27.0
619.0,29.045454545454547
620.0,32.72727272727273
621.0,37.22727272727273
622.0,42.54545454545455
623.0,48.68181818181818
624.0,51.95454545454545
625.0,52.772727272727266
626.0,51.95454545454545
627.0,48.68181818181818
628.0,46.63636363636364
629.0,45.40909090909091
630.0,49.50000000000001
631.0,55.22727272727273
632.0,56.86363636363637
633.0,51.54545454545455
634.0,43.77272727272727
635.0,37.22727272727273
636.0,32.72727272727273
637.0,31.09090909090909
638.0,32.72727272727273
639.0,37.22727272727273
640.0,45.81818181818181
641.0,54.40909090909091
642.0,63.81818181818182
643.0,70.77272727272728
644.0,70.77272727272728
645.0,67.9090909090909
646.0,64.22727272727272
647.0,60.54545454545455
648.0,58.09090909090909
649.0,59.727272727272734
650.0,68.31818181818181
651.0,70.77272727272728
652.0,67.9090909090909
653.0,56.45454545454546
654.0,45.40909090909091
655.0,40.090909090909086
656.0,36.81818181818182
657.0,36.40909090909091
658.0,38.04545454545455
659.0,40.90909090909091
660.0,43.77272727272727
661.0,47.86363636363637
662.0,51.13636363636364
663.0,55.22727272727273
664.0,58.09090909090909
665.0,58.09090909090909
666.0,58.09090909090909
667.0,57.27272727272727
668.0,57.27272727272727
669.0,61.77272727272727
670.0,66.27272727272727
671.0,67.0909090909091
672.0,59.31818181818181
673.0,49.50000000000001
674.0,43.36363636363636
675.0,38.04545454545455
676.0,36.0
677.0,37.22727272727273
678.0,40.5
679.0,47.04545454545455
680.0,52.772727272727266
681.0,56.45454545454546
682.0,57.68181818181818
683.0,58.5
684.0,58.90909090909091
685.0,55.22727272727273
686.0,50.31818181818182
687.0,46.227272727272734
688.0,45.40909090909091
689.0,47.04545454545455
690.0,47.86363636363637
691.0,47.45454545454545
692.0,46.63636363636364
693.0,45.40909090909091
694.0,44.18181818181818
695.0,43.36363636363636
696.0,42.54545454545455
697.0,44.18181818181818
698.0,46.227272727272734
699.0,45.81818181818181
700.0,43.36363636363636
701.0,42.54545454545455
702.0,41.72727272727273
703.0,41.31818181818182
704.0,41.31818181818182
705.0,39.68181818181818
706.0,38.45454545454545
707.0,38.04545454545455
708.0,39.68181818181818
709.0,40.90909090909091
710.0,43.36363636363636
711.0,44.59090909090909
712.0,44.18181818181818
713.0,44.18181818181818
714.0,45.0
715.0,45.40909090909091
716.0,45.0
717.0,46.227272727272734
718.0,47.04545454545455
719.0,49.090909090909086
720.0,48.68181818181818
721.0,45.81818181818181
722.0,43.77272727272727
723.0,42.54545454545455
724.0,42.95454545454545
725.0,42.13636363636364
726.0,41.31818181818182
727.0,41.72727272727273
728.0,43.36363636363636
729.0,45.0
730.0,45.40909090909091
731.0,44.59090909090909
732.0,42.95454545454545
733.0,40.5
734.0,38.86363636363637
735.0,39.27272727272727
736.0,40.5
737.0,40.90909090909091
738.0,42.13636363636364
739.0,41.31818181818182
740.0,39.68181818181818
741.0,39.68181818181818
742.0,40.5
743.0,39.68181818181818
744.0,38.86363636363637
745.0,38.86363636363637
746.0,39.68181818181818
747.0,40.90909090909091
748.0,42.54545454545455
749.0,42.95454545454545
750.0,43.77272727272727
751.0,43.77272727272727
752.0,43.36363636363636
753.0,42.54545454545455
754.0,42.13636363636364
755.0,42.54545454545455
756.0,42.13636363636364
757.0,41.31818181818182
758.0,41.31818181818182
