0,130
1,132
2,133
3,135
4,137
5,140
6,143
7,144
8,146
9,146
10,145
11,145
12,145
13,147
14,148
15,146
16,145
17,144
18,143
19,139
20,137
21,135
22,130
23,127
24,120
25,109
26,100
27,96
28,88
29,92
30,94
31,99
32,100
33,99
34,99
35,99
36,101
37,104
38,109
39,109
40,110
41,111
42,111
43,112
44,114
45,116
46,122
47,126
48,131
49,130
50,131
51,126
52,119
53,119
54,119
55,123
56,125
57,130
58,140
59,148
60,153
61,156
62,165
63,165
64,166
65,166
66,167
67,166
68,166
69,164
70,161
71,160
72,156
73,154
74,151
75,150
76,147
77,148
78,149
79,147
80,146
81,143
82,139
83,134
84,134
85,135
86,138
87,141
88,145
89,143
90,141
91,140
92,141
93,142
94,143
95,146
96,145
97,144
98,142
99,141
100,140
101,140
102,138
103,138
104,138
105,140
106,140
107,141
108,142
109,146
110,139
111,137
112,135
113,133
114,131
115,132
116,133
117,130
118,129
119,127
120,125
121,119
122,129
123,132
124,136
125,148
126,145
127,142
128,141
129,139
130,137
131,135
132,134
133,134
134,126
135,126
136,128
137,129
138,133
139,136
140,143
141,141
142,140
143,131
144,127
145,121
146,120
147,116
148,126
149,132
150,137
151,139
152,151
153,153
154,155
155,156
156,157
157,160
158,160
159,161
160,163
161,164
162,160
163,158
164,157
165,155
166,152
167,155
168,156
169,158
170,159
171,161
172,160
173,160
174,163
175,164
176,162
177,162
178,160
179,153
180,144
181,146
182,147
183,150
184,153
185,158
186,155
187,155
188,154
189,154
190,154
191,155
192,156
193,142
194,138
195,124
196,119
197,108
198,111
199,111
200,112
201,113
202,117
203,119
204,120
205,122
206,123
207,124
208,123
209,119
210,108
211,105
212,108
213,110
214,116
215,121
216,132
217,132
218,135
219,134
220,133
221,134
222,134
223,135
224,138
225,140
226,145
227,146
228,149
229,150
230,153
231,157
232,159
233,160
234,160
235,160
236,159
237,158
238,157
239,155
240,153
241,153
242,149
243,147
244,146
245,143
246,141
247,136
248,134
249,133
250,133
251,132
252,132
253,132
254,129
255,127
256,126
257,126
258,126
259,130
260,131
261,136
262,134
263,133
264,136
265,136
266,140
267,143
268,149
269,150
270,152
271,147
272,145
273,144
274,142
275,135
276,140
277,143
278,142
279,140
280,141
281,139
282,130
283,140
284,141
285,144
286,149
287,156
288,154
289,153
290,153
291,152
292,152
293,152
294,152
295,151
296,152
297,156
298,158
299,163
300,162
301,163
302,163
303,161
304,156
305,155
306,153
307,151
308,149
309,141
310,137
311,129
312,124
313,117
314,120
315,121
316,121
317,122
318,124
319,121
320,118
321,117
322,117
323,118
324,121
325,122
326,129
327,134
328,135
329,143
330,143
331,143
332,143
333,138
334,137
335,135
336,133
337,131
338,133
339,135
340,140
341,147
342,148
343,149
344,154
345,154
346,155
347,157
348,158
349,158
350,158
351,159
352,152
353,149
354,148
355,147
356,146
357,148
358,153
359,152
360,151
361,148
362,147
363,145
364,144
365,141
366,137
367,136
368,135
369,134
370,133
371,137
372,139
373,138
374,137
375,136
376,134
377,127
378,122
379,121
380,124
381,125
382,129
383,133
384,143
385,146
386,148
387,149
388,148
389,147
390,140
391,133
392,133
393,132
394,134
395,137
396,141
397,137
398,136
399,137
400,138
401,139
402,140
403,146
404,147
405,147
406,148
407,149
408,152
409,153
410,153
411,155
412,157
413,157
414,156
415,155
416,156
417,156
418,157
419,157
420,156
421,153
422,149
423,146
424,144
425,142
426,142
427,143
428,136
429,133
430,130
431,124
432,126
433,127
434,131
435,132
436,133
437,137
438,139
439,141
440,142
441,146
442,146
443,146
444,143
445,143
446,142
447,141
448,138
449,142
450,143
451,147
452,150
453,157
454,159
455,162
456,160
457,158
458,157
459,155
460,149
461,150
462,150
463,153
464,155
465,155
466,155
467,154
468,147
469,143
470,136
471,128
472,117
473,116
474,109
475,106
476,106
477,107
478,109
479,110
480,112
481,114
482,116
483,116
484,115
485,122
486,122
487,124
488,125
489,128
490,127
491,125
492,122
493,122
494,121
495,119
496,118
497,119
498,119
499,118
500,118
501,118
502,116
503,115
504,115
505,115
506,115
507,115
508,113
509,112
510,112
511,113
512,113
513,116
514,118
515,121
516,130
517,137
518,137
519,140
520,141
521,140
522,138
523,136
524,136
525,134
526,132
527,131
528,132
529,133
530,127
531,124
532,122
533,115
534,115
535,115
536,116
537,115
538,113
539,117
540,118
541,119
542,121
