x,SO₂
726.0,4.5
727.0,4.909090909090909
728.0,5.727272727272727
729.0,7.7727272727272725
730.0,9.409090909090908
731.0,10.636363636363637
732.0,9.818181818181818
733.0,7.363636363636363
734.0,6.136363636363636
735.0,5.318181818181818
736.0,5.318181818181818
737.0,5.727272727272727
738.0,6.545454545454545
739.0,6.954545454545454
740.0,6.954545454545454
741.0,6.136363636363636
742.0,5.318181818181818
743.0,5.318181818181818
744.0,4.5
745.0,4.5
746.0,4.5
747.0,5.318181818181818
748.0,5.318181818181818
749.0,5.318181818181818
750.0,5.318181818181818
751.0,5.318181818181818
752.0,4.909090909090909
753.0,4.5
754.0,4.5
755.0,4.5
756.0,4.5
757.0,4.5
758.0,4.5
