x,SO₂
60.0,8.590909090909092
61.0,8.181818181818182
62.0,7.7727272727272725
63.0,7.7727272727272725
64.0,7.7727272727272725
65.0,7.7727272727272725
66.0,7.363636363636363
69.0,10.636363636363637
70.0,10.636363636363637
71.0,10.227272727272727
72.0,9.818181818181818
73.0,9.0
74.0,8.590909090909092
75.0,8.590909090909092
76.0,8.590909090909092
77.0,9.0
78.0,9.409090909090908
86.0,7.7727272727272725
88.0,11.863636363636363
92.0,10.636363636363637
93.0,8.590909090909092
130.0,7.7727272727272725
159.0,6.136363636363636
160.0,5.318181818181818
161.0,4.909090909090909
167.0,9.409090909090908
168.0,8.181818181818182
169.0,6.545454545454545
170.0,5.727272727272727
171.0,5.318181818181818
172.0,5.318181818181818
173.0,5.318181818181818
174.0,5.318181818181818
175.0,5.318181818181818
176.0,5.318181818181818
177.0,5.318181818181818
178.0,5.318181818181818
179.0,5.318181818181818
180.0,6.545454545454545
181.0,7.363636363636363
182.0,8.181818181818182
183.0,8.590909090909092
184.0,8.590909090909092
185.0,9.0
186.0,9.409090909090908
187.0,9.409090909090908
188.0,9.409090909090908
189.0,9.0
190.0,8.181818181818182
191.0,8.181818181818182
192.0,7.7727272727272725
193.0,6.545454545454545
197.0,5.727272727272727
198.0,5.727272727272727
199.0,5.318181818181818
206.0,6.954545454545454
207.0,6.545454545454545
208.0,5.727272727272727
209.0,5.318181818181818
210.0,5.318181818181818
211.0,5.318181818181818
212.0,5.318181818181818
213.0,5.318181818181818
214.0,5.318181818181818
215.0,5.318181818181818
216.0,5.318181818181818
217.0,5.318181818181818
218.0,5.318181818181818
219.0,5.318181818181818
220.0,5.727272727272727
225.0,7.7727272727272725
226.0,6.954545454545454
227.0,6.545454545454545
228.0,5.318181818181818
229.0,5.318181818181818
230.0,5.318181818181818
231.0,5.318181818181818
232.0,5.318181818181818
233.0,5.318181818181818
234.0,5.318181818181818
235.0,5.318181818181818
236.0,5.318181818181818
237.0,5.318181818181818
238.0,5.318181818181818
239.0,6.136363636363636
245.0,12.272727272727272
246.0,10.227272727272727
247.0,8.181818181818182
248.0,6.954545454545454
249.0,6.545454545454545
250.0,6.136363636363636
251.0,5.318181818181818
252.0,5.318181818181818
253.0,5.318181818181818
254.0,5.318181818181818
255.0,5.318181818181818
256.0,5.318181818181818
257.0,5.318181818181818
258.0,5.318181818181818
259.0,5.318181818181818
260.0,5.318181818181818
261.0,6.136363636363636
262.0,7.363636363636363
263.0,8.181818181818182
264.0,9.409090909090908
265.0,10.227272727272727
266.0,10.636363636363637
267.0,10.636363636363637
272.0,9.0
276.0,7.363636363636363
277.0,7.363636363636363
280.0,10.227272727272727
281.0,14.727272727272727
285.0,12.272727272727272
286.0,10.636363636363637
287.0,9.0
288.0,8.181818181818182
289.0,7.7727272727272725
290.0,7.7727272727272725
291.0,7.7727272727272725
292.0,7.7727272727272725
293.0,7.363636363636363
294.0,7.7727272727272725
295.0,6.954545454545454
296.0,6.954545454545454
301.0,7.7727272727272725
305.0,8.181818181818182
306.0,10.636363636363637
307.0,11.863636363636363
308.0,11.045454545454545
309.0,9.818181818181818
310.0,9.0
311.0,7.363636363636363
312.0,6.954545454545454
313.0,6.954545454545454
314.0,6.954545454545454
315.0,6.545454545454545
316.0,5.727272727272727
317.0,5.318181818181818
322.0,7.363636363636363
323.0,6.545454545454545
324.0,5.727272727272727
325.0,5.318181818181818
326.0,5.318181818181818
327.0,5.318181818181818
328.0,5.318181818181818
329.0,5.318181818181818
330.0,5.318181818181818
331.0,6.545454545454545
332.0,6.136363636363636
333.0,5.318181818181818
334.0,5.318181818181818
335.0,5.318181818181818
336.0,5.318181818181818
337.0,5.318181818181818
338.0,5.727272727272727
340.0,6.954545454545454
342.0,11.454545454545453
343.0,9.818181818181818
344.0,7.363636363636363
345.0,6.954545454545454
346.0,6.954545454545454
347.0,6.954545454545454
348.0,6.545454545454545
349.0,6.136363636363636
350.0,6.545454545454545
351.0,6.954545454545454
352.0,6.954545454545454
353.0,6.545454545454545
354.0,6.136363636363636
355.0,6.545454545454545
356.0,6.136363636363636
357.0,5.727272727272727
358.0,6.545454545454545
359.0,6.954545454545454
360.0,6.954545454545454
361.0,6.954545454545454
362.0,6.954545454545454
363.0,6.545454545454545
364.0,5.727272727272727
365.0,6.136363636363636
366.0,6.954545454545454
367.0,6.545454545454545
368.0,5.727272727272727
369.0,6.545454545454545
370.0,6.954545454545454
371.0,6.954545454545454
372.0,6.954545454545454
373.0,6.954545454545454
374.0,6.954545454545454
375.0,6.954545454545454
376.0,7.7727272727272725
377.0,8.181818181818182
378.0,8.590909090909092
380.0,13.5
381.0,15.136363636363637
382.0,12.681818181818182
383.0,11.045454545454545
384.0,9.818181818181818
385.0,8.181818181818182
386.0,7.7727272727272725
387.0,6.954545454545454
388.0,6.545454545454545
389.0,5.727272727272727
390.0,5.727272727272727
391.0,6.545454545454545
392.0,6.136363636363636
393.0,5.318181818181818
394.0,5.318181818181818
395.0,5.318181818181818
396.0,5.318181818181818
397.0,5.318181818181818
398.0,6.545454545454545
399.0,7.363636363636363
400.0,8.590909090909092
401.0,9.0
402.0,8.181818181818182
403.0,6.954545454545454
404.0,6.954545454545454
405.0,6.954545454545454
406.0,6.954545454545454
407.0,6.954545454545454
408.0,6.954545454545454
409.0,6.545454545454545
410.0,5.727272727272727
411.0,5.318181818181818
412.0,5.318181818181818
413.0,5.727272727272727
414.0,6.545454545454545
415.0,6.545454545454545
416.0,5.318181818181818
417.0,6.136363636363636
418.0,8.181818181818182
419.0,9.818181818181818
420.0,9.409090909090908
421.0,8.590909090909092
422.0,6.954545454545454
423.0,6.954545454545454
424.0,6.954545454545454
425.0,6.954545454545454
426.0,6.954545454545454
427.0,6.954545454545454
428.0,6.954545454545454
429.0,6.954545454545454
430.0,6.954545454545454
431.0,6.954545454545454
432.0,6.954545454545454
433.0,6.954545454545454
434.0,7.363636363636363
435.0,7.7727272727272725
436.0,8.590909090909092
437.0,9.0
438.0,9.0
439.0,9.0
440.0,9.0
441.0,8.181818181818182
442.0,6.954545454545454
443.0,6.954545454545454
444.0,6.954545454545454
445.0,7.7727272727272725
446.0,8.181818181818182
447.0,8.181818181818182
448.0,7.7727272727272725
449.0,9.409090909090908
450.0,9.818181818181818
451.0,9.409090909090908
452.0,8.181818181818182
453.0,7.363636363636363
454.0,6.954545454545454
455.0,8.181818181818182
456.0,9.818181818181818
457.0,12.272727272727272
458.0,12.272727272727272
459.0,11.454545454545453
460.0,8.590909090909092
461.0,8.181818181818182
462.0,6.954545454545454
463.0,6.954545454545454
464.0,6.954545454545454
465.0,7.7727272727272725
466.0,7.7727272727272725
467.0,8.181818181818182
468.0,8.590909090909092
469.0,9.409090909090908
470.0,8.590909090909092
471.0,8.590909090909092
472.0,8.181818181818182
473.0,8.181818181818182
474.0,9.0
475.0,10.227272727272727
476.0,9.0
477.0,6.545454545454545
478.0,5.318181818181818
479.0,4.909090909090909
480.0,4.5
481.0,4.5
482.0,4.5
483.0,5.318181818181818
484.0,5.727272727272727
485.0,6.545454545454545
486.0,6.136363636363636
487.0,6.545454545454545
488.0,5.727272727272727
489.0,5.318181818181818
490.0,4.909090909090909
491.0,4.5
492.0,5.318181818181818
493.0,5.318181818181818
494.0,5.318181818181818
495.0,4.909090909090909
496.0,6.136363636363636
497.0,7.363636363636363
498.0,6.954545454545454
499.0,6.954545454545454
500.0,6.545454545454545
501.0,5.318181818181818
502.0,5.318181818181818
503.0,5.318181818181818
504.0,6.136363636363636
505.0,6.954545454545454
506.0,6.954545454545454
507.0,6.954545454545454
508.0,6.545454545454545
509.0,5.727272727272727
510.0,5.318181818181818
511.0,5.318181818181818
512.0,5.318181818181818
513.0,5.318181818181818
514.0,5.318181818181818
515.0,4.909090909090909
516.0,5.318181818181818
517.0,5.318181818181818
518.0,5.318181818181818
519.0,5.318181818181818
520.0,5.318181818181818
521.0,5.318181818181818
522.0,5.318181818181818
523.0,5.318181818181818
524.0,5.318181818181818
525.0,5.318181818181818
526.0,5.318181818181818
527.0,4.5
528.0,4.5
529.0,4.909090909090909
530.0,5.318181818181818
531.0,5.318181818181818
532.0,5.318181818181818
533.0,4.909090909090909
534.0,4.909090909090909
535.0,5.318181818181818
536.0,4.909090909090909
537.0,4.5
538.0,4.5
539.0,4.5
540.0,4.5
541.0,4.5
542.0,4.5
543.0,4.5
544.0,5.318181818181818
545.0,4.909090909090909
546.0,4.909090909090909
547.0,5.318181818181818
548.0,5.318181818181818
549.0,5.727272727272727
550.0,6.545454545454545
551.0,6.954545454545454
552.0,6.954545454545454
553.0,6.954545454545454
554.0,8.590909090909092
555.0,9.409090909090908
556.0,8.590909090909092
557.0,7.363636363636363
558.0,6.545454545454545
559.0,5.727272727272727
560.0,5.318181818181818
561.0,5.318181818181818
562.0,5.318181818181818
563.0,4.909090909090909
564.0,4.5
565.0,4.5
566.0,4.5
567.0,4.5
568.0,4.5
569.0,4.5
570.0,4.5
571.0,4.5
572.0,4.5
573.0,4.5
574.0,4.5
575.0,5.318181818181818
576.0,4.909090909090909
577.0,4.5
578.0,4.5
579.0,4.5
580.0,4.5
581.0,4.5
582.0,4.5
583.0,4.5
587.0,4.5
588.0,4.5
589.0,4.5
590.0,4.5
591.0,4.5
592.0,4.909090909090909
593.0,5.318181818181818
594.0,5.318181818181818
595.0,4.5
596.0,4.5
597.0,4.5
598.0,4.5
599.0,4.5
600.0,4.5
601.0,4.5
602.0,4.5
603.0,4.909090909090909
604.0,4.909090909090909
605.0,4.909090909090909
606.0,5.318181818181818
607.0,5.318181818181818
608.0,5.318181818181818
609.0,5.318181818181818
610.0,5.318181818181818
611.0,5.318181818181818
612.0,6.954545454545454
613.0,7.7727272727272725
614.0,9.409090909090908
615.0,7.7727272727272725
616.0,6.954545454545454
617.0,6.545454545454545
618.0,6.136363636363636
619.0,5.318181818181818
620.0,5.318181818181818
621.0,5.318181818181818
622.0,5.318181818181818
623.0,5.318181818181818
624.0,5.318181818181818
625.0,5.318181818181818
626.0,5.727272727272727
627.0,6.545454545454545
628.0,6.954545454545454
629.0,6.954545454545454
630.0,6.954545454545454
631.0,7.7727272727272725
632.0,8.181818181818182
633.0,9.818181818181818
634.0,10.227272727272727
635.0,9.409090909090908
636.0,7.7727272727272725
637.0,6.954545454545454
638.0,6.545454545454545
639.0,6.136363636363636
640.0,5.727272727272727
641.0,6.545454545454545
642.0,6.954545454545454
643.0,6.954545454545454
644.0,6.954545454545454
645.0,6.954545454545454
646.0,6.954545454545454
647.0,6.954545454545454
648.0,6.954545454545454
649.0,6.954545454545454
650.0,7.363636363636363
651.0,8.181818181818182
653.0,11.045454545454545
654.0,9.409090909090908
655.0,8.181818181818182
656.0,7.363636363636363
657.0,6.954545454545454
658.0,6.954545454545454
659.0,6.954545454545454
660.0,6.954545454545454
661.0,7.7727272727272725
662.0,7.7727272727272725
663.0,6.954545454545454
664.0,6.954545454545454
665.0,7.363636363636363
666.0,6.954545454545454
667.0,6.954545454545454
668.0,6.954545454545454
669.0,6.954545454545454
670.0,7.363636363636363
671.0,8.181818181818182
672.0,9.0
673.0,9.409090909090908
674.0,8.590909090909092
675.0,7.363636363636363
676.0,7.363636363636363
677.0,8.181818181818182
678.0,8.181818181818182
679.0,6.954545454545454
680.0,6.954545454545454
681.0,6.954545454545454
682.0,7.363636363636363
683.0,7.7727272727272725
684.0,7.7727272727272725
685.0,7.7727272727272725
686.0,8.181818181818182
687.0,8.590909090909092
688.0,8.590909090909092
689.0,8.590909090909092
690.0,8.590909090909092
691.0,9.0
692.0,9.409090909090908
693.0,9.409090909090908
694.0,9.0
695.0,8.590909090909092
696.0,8.590909090909092
697.0,8.590909090909092
698.0,8.181818181818182
699.0,6.954545454545454
700.0,6.954545454545454
701.0,6.954545454545454
702.0,6.954545454545454
703.0,6.136363636363636
704.0,6.545454545454545
705.0,6.545454545454545
706.0,5.318181818181818
707.0,4.5
708.0,4.5
709.0,4.5
710.0,4.909090909090909
711.0,4.909090909090909
712.0,5.318181818181818
713.0,5.318181818181818
714.0,5.318181818181818
715.0,5.318181818181818
716.0,5.318181818181818
717.0,5.318181818181818
718.0,5.318181818181818
719.0,5.318181818181818
720.0,5.318181818181818
721.0,4.909090909090909
722.0,4.5
723.0,4.5
724.0,4.5
725.0,4.5
