x,PM₁₀
60.0,124.77272727272727
61.0,131.5909090909091
62.0,135.6818181818182
63.0,140.45454545454547
64.0,145.22727272727272
65.0,152.72727272727272
66.0,158.18181818181816
67.0,164.3181818181818
68.0,164.3181818181818
69.0,160.9090909090909
70.0,160.9090909090909
71.0,161.5909090909091
72.0,167.04545454545453
73.0,173.86363636363637
74.0,180.6818181818182
75.0,186.13636363636365
76.0,189.54545454545456
77.0,191.5909090909091
78.0,192.27272727272725
79.0,193.63636363636365
80.0,193.63636363636365
81.0,192.27272727272725
82.0,192.27272727272725
83.0,190.9090909090909
84.0,189.54545454545456
85.0,189.54545454545456
86.0,189.54545454545456
87.0,186.8181818181818
88.0,185.45454545454544
89.0,183.4090909090909
90.0,162.27272727272728
91.0,125.45454545454545
92.0,93.4090909090909
93.0,62.04545454545455
94.0,55.22727272727273
95.0,55.909090909090914
96.0,62.72727272727273
97.0,66.13636363636364
98.0,66.81818181818181
99.0,65.45454545454545
100.0,64.0909090909091
101.0,64.0909090909091
102.0,64.77272727272728
103.0,64.0909090909091
104.0,59.31818181818182
105.0,57.27272727272727
106.0,58.63636363636364
107.0,62.04545454545455
108.0,66.13636363636364
109.0,70.9090909090909
110.0,75.0
111.0,82.5
112.0,90.0
113.0,97.5
114.0,103.63636363636364
115.0,108.40909090909092
116.0,109.77272727272727
117.0,108.40909090909092
118.0,105.68181818181819
119.0,104.31818181818181
120.0,104.31818181818181
121.0,105.0
122.0,108.40909090909092
123.0,111.13636363636364
124.0,109.0909090909091
125.0,102.27272727272727
126.0,92.72727272727272
127.0,85.22727272727273
128.0,82.5
129.0,86.5909090909091
130.0,98.18181818181819
131.0,104.31818181818181
132.0,105.0
133.0,97.5
134.0,91.36363636363637
135.0,90.0
136.0,90.68181818181817
137.0,90.68181818181817
138.0,92.04545454545455
139.0,92.72727272727272
140.0,92.72727272727272
141.0,94.77272727272728
142.0,98.18181818181819
143.0,98.18181818181819
144.0,92.04545454545455
145.0,85.9090909090909
146.0,80.45454545454545
147.0,81.13636363636364
148.0,86.5909090909091
149.0,100.9090909090909
150.0,116.59090909090908
151.0,137.04545454545456
152.0,149.3181818181818
153.0,157.5
154.0,158.18181818181816
155.0,155.45454545454547
156.0,152.04545454545456
157.0,149.3181818181818
158.0,146.5909090909091
159.0,145.9090909090909
160.0,149.3181818181818
161.0,152.72727272727272
162.0,161.5909090909091
163.0,158.18181818181816
164.0,145.9090909090909
165.0,130.22727272727272
166.0,109.0909090909091
167.0,94.0909090909091
168.0,84.54545454545455
169.0,81.13636363636364
170.0,82.5
171.0,86.5909090909091
172.0,90.68181818181817
173.0,90.68181818181817
174.0,90.68181818181817
175.0,93.4090909090909
176.0,96.81818181818183
177.0,98.86363636363636
178.0,99.54545454545455
179.0,98.18181818181819
180.0,98.18181818181819
181.0,98.18181818181819
182.0,96.13636363636363
183.0,94.77272727272728
184.0,92.04545454545455
185.0,91.36363636363637
186.0,93.4090909090909
187.0,98.86363636363636
188.0,105.0
189.0,105.0
190.0,103.63636363636364
191.0,102.27272727272727
192.0,97.5
193.0,90.68181818181817
194.0,84.54545454545455
195.0,77.72727272727273
196.0,75.0
197.0,75.0
198.0,77.04545454545455
199.0,79.09090909090908
200.0,76.36363636363636
201.0,71.5909090909091
202.0,62.72727272727273
203.0,58.63636363636364
204.0,55.22727272727273
205.0,57.27272727272727
206.0,62.04545454545455
207.0,67.5
208.0,71.5909090909091
209.0,74.31818181818183
210.0,77.72727272727273
211.0,81.13636363636364
212.0,85.9090909090909
213.0,86.5909090909091
214.0,87.27272727272727
215.0,90.0
216.0,94.77272727272728
217.0,99.54545454545455
218.0,102.27272727272727
219.0,95.45454545454545
220.0,84.54545454545455
221.0,68.86363636363636
222.0,63.40909090909091
223.0,60.68181818181818
224.0,62.72727272727273
225.0,66.13636363636364
226.0,71.5909090909091
227.0,75.68181818181817
228.0,79.09090909090908
229.0,84.54545454545455
230.0,88.63636363636364
231.0,94.0909090909091
232.0,96.13636363636363
233.0,98.86363636363636
234.0,99.54545454545455
235.0,102.27272727272727
236.0,108.40909090909092
237.0,115.22727272727273
238.0,115.9090909090909
239.0,107.04545454545455
240.0,94.0909090909091
241.0,85.22727272727273
242.0,76.36363636363636
243.0,76.36363636363636
244.0,84.54545454545455
245.0,90.68181818181817
246.0,96.13636363636363
247.0,98.18181818181819
248.0,96.81818181818183
249.0,96.81818181818183
250.0,98.18181818181819
251.0,100.9090909090909
252.0,101.5909090909091
253.0,103.63636363636364
254.0,105.68181818181819
255.0,111.13636363636364
256.0,118.63636363636364
257.0,126.13636363636364
258.0,131.5909090909091
259.0,138.4090909090909
260.0,144.54545454545453
261.0,152.72727272727272
262.0,162.95454545454547
263.0,172.5
264.0,184.0909090909091
265.0,191.5909090909091
266.0,195.0
267.0,192.95454545454547
268.0,185.45454545454544
269.0,181.36363636363635
270.0,177.95454545454544
271.0,176.5909090909091
272.0,175.22727272727272
273.0,177.27272727272728
274.0,183.4090909090909
275.0,190.22727272727272
276.0,194.3181818181818
277.0,188.1818181818182
278.0,169.77272727272728
279.0,162.95454545454547
280.0,155.45454545454547
281.0,153.4090909090909
282.0,159.54545454545456
283.0,167.04545454545453
284.0,176.5909090909091
285.0,183.4090909090909
286.0,186.8181818181818
287.0,190.22727272727272
288.0,193.63636363636365
289.0,194.3181818181818
290.0,193.63636363636365
291.0,195.68181818181816
292.0,195.68181818181816
293.0,199.77272727272728
294.0,207.27272727272728
295.0,213.4090909090909
296.0,218.86363636363635
297.0,222.95454545454544
298.0,227.72727272727272
299.0,226.36363636363635
300.0,228.4090909090909
301.0,225.6818181818182
302.0,198.4090909090909
303.0,159.54545454545456
304.0,117.27272727272728
305.0,92.72727272727272
306.0,79.09090909090908
307.0,77.72727272727273
308.0,79.09090909090908
309.0,79.09090909090908
310.0,77.72727272727273
311.0,81.81818181818181
312.0,85.22727272727273
313.0,87.95454545454545
314.0,80.45454545454545
315.0,70.9090909090909
316.0,58.63636363636364
317.0,53.18181818181818
318.0,47.04545454545455
319.0,45.0
320.0,49.77272727272727
321.0,56.590909090909086
322.0,65.45454545454545
323.0,72.27272727272727
324.0,75.68181818181817
325.0,76.36363636363636
326.0,73.63636363636364
327.0,73.63636363636364
328.0,79.77272727272728
329.0,85.22727272727273
330.0,91.36363636363637
331.0,94.0909090909091
332.0,98.18181818181819
333.0,96.13636363636363
334.0,90.0
335.0,83.86363636363636
336.0,81.13636363636364
337.0,81.13636363636364
338.0,81.13636363636364
339.0,83.86363636363636
340.0,87.95454545454545
341.0,94.77272727272728
342.0,100.9090909090909
343.0,105.68181818181819
344.0,109.77272727272727
345.0,112.5
346.0,112.5
347.0,110.45454545454545
348.0,109.77272727272727
349.0,109.0909090909091
350.0,111.13636363636364
351.0,113.18181818181817
352.0,109.77272727272727
353.0,95.45454545454545
354.0,79.09090909090908
355.0,60.68181818181818
356.0,53.86363636363636
357.0,53.18181818181818
358.0,59.31818181818182
359.0,70.22727272727273
360.0,81.81818181818181
361.0,91.36363636363637
362.0,95.45454545454545
363.0,98.86363636363636
364.0,98.86363636363636
365.0,100.22727272727273
366.0,100.22727272727273
367.0,101.5909090909091
368.0,105.0
369.0,107.72727272727272
370.0,115.9090909090909
371.0,122.72727272727273
372.0,122.04545454545455
373.0,111.81818181818183
374.0,102.27272727272727
375.0,93.4090909090909
376.0,88.63636363636364
377.0,90.68181818181817
378.0,95.45454545454545
379.0,101.5909090909091
380.0,106.36363636363636
381.0,110.45454545454545
382.0,115.22727272727273
383.0,121.36363636363636
384.0,124.0909090909091
385.0,126.13636363636364
386.0,128.1818181818182
387.0,128.1818181818182
388.0,127.5
389.0,128.86363636363637
390.0,131.5909090909091
391.0,132.95454545454544
392.0,130.22727272727272
393.0,121.36363636363636
394.0,113.86363636363636
395.0,109.0909090909091
396.0,112.5
397.0,118.63636363636364
398.0,121.36363636363636
399.0,120.0
400.0,117.27272727272728
401.0,113.18181818181817
402.0,111.13636363636364
403.0,113.86363636363636
404.0,115.9090909090909
405.0,120.0
406.0,124.0909090909091
407.0,128.1818181818182
408.0,139.0909090909091
409.0,139.77272727272725
410.0,128.1818181818182
411.0,112.5
412.0,96.81818181818183
413.0,91.36363636363637
414.0,91.36363636363637
415.0,94.77272727272728
416.0,104.31818181818181
417.0,112.5
418.0,117.27272727272728
419.0,122.72727272727273
420.0,128.86363636363637
421.0,136.36363636363635
422.0,139.77272727272725
423.0,140.45454545454547
424.0,145.9090909090909
425.0,148.63636363636365
426.0,149.3181818181818
427.0,145.22727272727272
428.0,137.72727272727272
429.0,119.31818181818181
430.0,104.31818181818181
431.0,85.9090909090909
432.0,83.86363636363636
433.0,94.0909090909091
434.0,104.31818181818181
435.0,124.77272727272727
436.0,139.0909090909091
437.0,155.45454545454547
438.0,167.04545454545453
439.0,176.5909090909091
440.0,184.0909090909091
441.0,189.54545454545456
442.0,194.3181818181818
443.0,195.0
444.0,196.36363636363637
445.0,199.77272727272728
446.0,196.36363636363637
447.0,178.63636363636363
448.0,152.72727272727272
449.0,121.36363636363636
450.0,99.54545454545455
451.0,81.13636363636364
452.0,73.63636363636364
453.0,75.68181818181817
454.0,84.54545454545455
455.0,98.18181818181819
456.0,108.40909090909092
457.0,114.54545454545455
458.0,112.5
459.0,105.68181818181819
