x,PM₁₀
460.0,98.18181818181819
461.0,92.04545454545455
462.0,84.54545454545455
463.0,81.13636363636364
464.0,75.0
465.0,63.40909090909091
466.0,48.409090909090914
467.0,34.090909090909086
468.0,22.5
469.0,19.77272727272727
470.0,19.77272727272727
471.0,30.0
472.0,41.59090909090909
473.0,58.63636363636364
474.0,68.86363636363636
475.0,76.36363636363636
476.0,83.18181818181819
477.0,86.5909090909091
482.0,83.86363636363636
483.0,81.81818181818181
484.0,75.68181818181817
485.0,63.40909090909091
486.0,53.18181818181818
487.0,38.18181818181818
488.0,34.090909090909086
491.0,36.81818181818182
492.0,44.31818181818182
493.0,52.5
494.0,58.63636363636364
495.0,60.0
497.0,55.909090909090914
498.0,52.5
499.0,48.409090909090914
500.0,42.95454545454545
501.0,34.77272727272727
502.0,29.31818181818182
503.0,25.227272727272727
507.0,29.31818181818182
509.0,34.090909090909086
510.0,36.13636363636363
511.0,40.90909090909091
512.0,42.95454545454545
515.0,45.0
517.0,44.31818181818182
518.0,40.90909090909091
519.0,38.86363636363637
521.0,41.59090909090909
522.0,42.95454545454545
523.0,39.54545454545454
524.0,35.45454545454545
525.0,29.31818181818182
526.0,26.59090909090909
529.0,30.0
530.0,34.77272727272727
531.0,41.59090909090909
532.0,47.72727272727273
533.0,53.18181818181818
534.0,54.54545454545455
535.0,53.18181818181818
542.0,47.72727272727273
543.0,41.59090909090909
544.0,36.13636363636363
545.0,33.40909090909091
546.0,34.77272727272727
547.0,38.18181818181818
548.0,38.86363636363637
549.0,38.18181818181818
550.0,36.13636363636363
551.0,37.5
552.0,39.54545454545454
553.0,40.22727272727273
554.0,38.86363636363637
555.0,36.81818181818182
556.0,35.45454545454545
557.0,33.40909090909091
558.0,32.72727272727273
559.0,34.77272727272727
560.0,36.13636363636363
561.0,32.72727272727273
562.0,27.954545454545457
563.0,25.227272727272727
564.0,21.818181818181817
565.0,21.136363636363637
566.0,21.818181818181817
567.0,24.545454545454547
568.0,27.954545454545457
569.0,32.04545454545455
570.0,33.40909090909091
572.0,41.59090909090909
573.0,42.27272727272727
574.0,42.95454545454545
575.0,40.90909090909091
576.0,40.90909090909091
577.0,42.27272727272727
578.0,42.27272727272727
579.0,38.86363636363637
580.0,32.04545454545455
581.0,27.272727272727273
582.0,25.90909090909091
583.0,27.954545454545457
584.0,27.954545454545457
585.0,27.954545454545457
586.0,30.0
587.0,35.45454545454545
588.0,42.95454545454545
589.0,48.409090909090914
590.0,55.22727272727273
591.0,56.590909090909086
592.0,57.27272727272727
593.0,60.0
594.0,61.36363636363637
595.0,62.72727272727273
596.0,65.45454545454545
597.0,75.0
598.0,77.72727272727273
599.0,74.31818181818183
600.0,64.0909090909091
601.0,54.54545454545455
602.0,48.409090909090914
603.0,46.36363636363636
604.0,48.409090909090914
605.0,53.86363636363636
606.0,57.27272727272727
607.0,62.04545454545455
608.0,70.22727272727273
609.0,74.31818181818183
610.0,77.72727272727273
611.0,83.18181818181819
612.0,87.27272727272727
613.0,94.0909090909091
614.0,99.54545454545455
615.0,102.95454545454545
616.0,103.63636363636364
617.0,100.9090909090909
618.0,92.72727272727272
619.0,79.77272727272728
620.0,70.9090909090909
621.0,62.04545454545455
622.0,60.0
623.0,60.68181818181818
624.0,65.45454545454545
625.0,77.04545454545455
626.0,89.31818181818181
627.0,104.31818181818181
628.0,113.18181818181817
629.0,117.27272727272728
630.0,120.0
631.0,122.04545454545455
632.0,122.04545454545455
633.0,124.0909090909091
634.0,124.0909090909091
635.0,124.0909090909091
636.0,122.72727272727273
637.0,111.13636363636364
638.0,92.72727272727272
639.0,79.77272727272728
640.0,68.86363636363636
641.0,67.5
642.0,70.22727272727273
643.0,76.36363636363636
644.0,87.95454545454545
645.0,99.54545454545455
646.0,111.13636363636364
647.0,120.0
648.0,126.81818181818181
649.0,129.54545454545456
650.0,129.54545454545456
651.0,129.54545454545456
652.0,131.5909090909091
653.0,133.63636363636363
654.0,135.0
655.0,136.36363636363635
656.0,131.5909090909091
657.0,119.31818181818181
658.0,102.27272727272727
659.0,86.5909090909091
660.0,77.04545454545455
661.0,75.68181818181817
662.0,79.09090909090908
663.0,83.86363636363636
664.0,87.95454545454545
665.0,95.45454545454545
666.0,102.95454545454545
667.0,110.45454545454545
668.0,116.59090909090908
669.0,117.27272727272728
670.0,111.81818181818183
671.0,104.31818181818181
672.0,98.18181818181819
673.0,92.72727272727272
674.0,88.63636363636364
675.0,85.9090909090909
676.0,85.22727272727273
677.0,85.22727272727273
678.0,87.95454545454545
679.0,91.36363636363637
680.0,94.0909090909091
681.0,94.77272727272728
682.0,91.36363636363637
683.0,85.9090909090909
684.0,77.72727272727273
685.0,61.36363636363637
686.0,48.409090909090914
687.0,34.090909090909086
688.0,30.681818181818183
689.0,32.04545454545455
690.0,37.5
691.0,39.54545454545454
692.0,38.86363636363637
693.0,36.81818181818182
694.0,34.77272727272727
695.0,32.72727272727273
696.0,32.04545454545455
697.0,32.72727272727273
698.0,33.40909090909091
699.0,35.45454545454545
700.0,37.5
701.0,41.59090909090909
702.0,45.0
703.0,42.95454545454545
704.0,35.45454545454545
705.0,30.681818181818183
706.0,27.272727272727273
707.0,25.90909090909091
708.0,23.863636363636363
709.0,23.863636363636363
710.0,24.545454545454547
711.0,25.227272727272727
712.0,25.227272727272727
713.0,25.90909090909091
714.0,27.954545454545457
715.0,27.954545454545457
716.0,25.227272727272727
717.0,22.5
718.0,22.5
719.0,22.5
720.0,24.545454545454547
721.0,27.272727272727273
722.0,30.0
723.0,30.681818181818183
724.0,30.0
725.0,27.272727272727273
726.0,27.272727272727273
727.0,27.954545454545457
728.0,30.0
729.0,32.04545454545455
730.0,34.77272727272727
731.0,36.13636363636363
732.0,39.54545454545454
733.0,42.27272727272727
734.0,43.63636363636363
735.0,43.63636363636363
736.0,43.63636363636363
737.0,42.95454545454545
738.0,44.31818181818182
739.0,42.27272727272727
740.0,32.72727272727273
741.0,22.5
742.0,15.681818181818182
743.0,10.909090909090908
744.0,8.863636363636363
745.0,8.181818181818182
746.0,6.818181818181818
747.0,5.454545454545454
748.0,6.136363636363637
749.0,8.863636363636363
750.0,10.909090909090908
751.0,13.636363636363637
752.0,16.363636363636363
753.0,18.40909090909091
754.0,19.09090909090909
755.0,19.09090909090909
756.0,21.136363636363637
757.0,22.5
758.0,25.227272727272727
