x,PM₂.₅
438.0,134.3181818181818
439.0,143.1818181818182
440.0,150.6818181818182
441.0,156.8181818181818
442.0,160.9090909090909
443.0,160.22727272727272
444.0,160.22727272727272
445.0,166.36363636363637
446.0,162.27272727272728
451.0,65.45454545454545
452.0,63.40909090909091
453.0,64.0909090909091
454.0,68.86363636363636
455.0,76.36363636363636
457.0,98.18181818181819
458.0,96.13636363636363
459.0,89.31818181818181
460.0,82.5
461.0,76.36363636363636
462.0,71.5909090909091
463.0,68.18181818181817
467.0,19.09090909090909
468.0,15.0
469.0,13.636363636363637
470.0,14.318181818181818
471.0,16.363636363636363
472.0,19.09090909090909
474.0,53.18181818181818
475.0,60.0
476.0,64.77272727272728
482.0,62.04545454545455
483.0,61.36363636363637
495.0,49.77272727272727
496.0,46.36363636363636
502.0,19.77272727272727
506.0,15.681818181818182
510.0,17.045454545454543
515.0,23.863636363636363
517.0,25.227272727272727
518.0,23.18181818181818
519.0,22.5
523.0,24.545454545454547
524.0,19.77272727272727
525.0,15.681818181818182
529.0,15.681818181818182
530.0,19.09090909090909
531.0,23.18181818181818
532.0,27.272727272727273
543.0,25.90909090909091
544.0,22.5
545.0,19.77272727272727
546.0,22.5
547.0,25.227272727272727
548.0,25.90909090909091
549.0,24.545454545454547
550.0,23.863636363636363
551.0,25.227272727272727
552.0,26.59090909090909
553.0,26.59090909090909
554.0,25.90909090909091
555.0,25.227272727272727
556.0,23.863636363636363
557.0,23.863636363636363
558.0,23.863636363636363
559.0,26.59090909090909
560.0,26.59090909090909
561.0,24.545454545454547
562.0,19.09090909090909
563.0,17.045454545454543
564.0,15.681818181818182
565.0,15.681818181818182
566.0,15.681818181818182
567.0,17.045454545454543
568.0,19.09090909090909
569.0,23.18181818181818
570.0,23.863636363636363
572.0,29.31818181818182
573.0,30.0
574.0,30.681818181818183
575.0,30.681818181818183
576.0,29.31818181818182
577.0,30.0
578.0,30.681818181818183
579.0,25.90909090909091
580.0,21.818181818181817
581.0,20.454545454545453
582.0,20.454545454545453
583.0,21.136363636363637
584.0,20.454545454545453
585.0,21.136363636363637
586.0,21.818181818181817
587.0,23.863636363636363
588.0,27.954545454545457
589.0,32.72727272727273
590.0,34.77272727272727
591.0,36.81818181818182
592.0,39.54545454545454
593.0,42.95454545454545
594.0,43.63636363636363
595.0,43.63636363636363
596.0,45.68181818181819
597.0,49.09090909090909
598.0,52.5
599.0,49.77272727272727
600.0,42.27272727272727
601.0,38.86363636363637
602.0,33.40909090909091
603.0,32.04545454545455
604.0,32.04545454545455
605.0,34.090909090909086
606.0,37.5
607.0,40.90909090909091
608.0,44.31818181818182
609.0,46.36363636363636
610.0,47.72727272727273
611.0,49.77272727272727
612.0,52.5
613.0,57.27272727272727
614.0,59.31818181818182
615.0,61.36363636363637
616.0,63.40909090909091
617.0,63.40909090909091
618.0,60.0
619.0,55.22727272727273
620.0,49.77272727272727
621.0,46.36363636363636
622.0,45.0
623.0,45.68181818181819
624.0,48.409090909090914
625.0,53.86363636363636
626.0,58.63636363636364
627.0,66.13636363636364
628.0,69.54545454545455
629.0,72.95454545454545
630.0,76.36363636363636
631.0,79.77272727272728
632.0,79.77272727272728
633.0,81.13636363636364
634.0,81.13636363636364
635.0,84.54545454545455
636.0,86.5909090909091
637.0,76.36363636363636
638.0,61.36363636363637
639.0,57.95454545454545
640.0,51.81818181818182
641.0,50.45454545454545
642.0,51.81818181818182
643.0,55.909090909090914
644.0,62.72727272727273
645.0,70.22727272727273
646.0,77.04545454545455
647.0,81.13636363636364
648.0,83.18181818181819
649.0,85.22727272727273
650.0,86.5909090909091
651.0,87.95454545454545
652.0,90.0
653.0,91.36363636363637
654.0,92.04545454545455
655.0,94.0909090909091
656.0,93.4090909090909
657.0,83.86363636363636
658.0,66.81818181818181
659.0,64.77272727272728
660.0,57.95454545454545
661.0,56.590909090909086
662.0,56.590909090909086
663.0,57.95454545454545
664.0,61.36363636363637
665.0,62.72727272727273
666.0,68.86363636363636
667.0,74.31818181818183
668.0,81.13636363636364
669.0,83.18181818181819
670.0,80.45454545454545
671.0,76.36363636363636
672.0,72.27272727272727
673.0,66.13636363636364
674.0,63.40909090909091
675.0,61.36363636363637
676.0,60.68181818181818
677.0,60.0
678.0,62.04545454545455
679.0,64.0909090909091
680.0,66.13636363636364
681.0,65.45454545454545
682.0,62.72727272727273
683.0,59.31818181818182
684.0,51.13636363636363
685.0,32.72727272727273
686.0,25.227272727272727
687.0,22.5
688.0,19.77272727272727
689.0,21.136363636363637
690.0,23.863636363636363
691.0,27.272727272727273
692.0,27.954545454545457
693.0,27.272727272727273
694.0,25.227272727272727
695.0,23.18181818181818
696.0,22.5
697.0,22.5
698.0,23.863636363636363
699.0,24.545454545454547
700.0,27.272727272727273
701.0,30.0
702.0,31.363636363636363
704.0,22.5
705.0,21.136363636363637
706.0,21.136363636363637
707.0,19.77272727272727
708.0,17.727272727272727
709.0,18.40909090909091
710.0,19.09090909090909
711.0,19.77272727272727
712.0,19.77272727272727
713.0,20.454545454545453
714.0,21.818181818181817
715.0,19.77272727272727
716.0,17.045454545454543
717.0,15.681818181818182
718.0,14.318181818181818
719.0,15.681818181818182
720.0,17.045454545454543
721.0,18.40909090909091
722.0,19.77272727272727
723.0,21.136363636363637
724.0,20.454545454545453
725.0,19.09090909090909
726.0,18.40909090909091
727.0,19.77272727272727
728.0,21.136363636363637
729.0,22.5
730.0,23.863636363636363
731.0,23.863636363636363
732.0,25.90909090909091
733.0,26.59090909090909
734.0,27.954545454545457
735.0,27.954545454545457
736.0,28.636363636363637
737.0,28.636363636363637
738.0,30.0
743.0,6.818181818181818
751.0,8.181818181818182
752.0,9.545454545454545
753.0,10.909090909090908
754.0,10.909090909090908
755.0,11.59090909090909
756.0,11.59090909090909
757.0,11.59090909090909
758.0,12.954545454545455
