x,Fe-containing
488.0,17.727272727272727
489.0,13.636363636363637
490.0,14.318181818181818
491.0,12.272727272727273
492.0,15.681818181818182
493.0,27.954545454545457
494.0,37.5
495.0,35.45454545454545
496.0,28.636363636363637
497.0,25.90909090909091
498.0,25.227272727272727
499.0,21.818181818181817
500.0,20.454545454545453
511.0,12.272727272727273
512.0,18.238636363636363
514.0,19.77272727272727
515.0,21.818181818181817
516.0,27.954545454545457
517.0,29.545454545454533
518.0,26.59090909090909
519.0,15.681818181818182
520.0,16.363636363636363
521.0,13.636363636363637
522.0,13.636363636363637
523.0,12.954545454545455
524.0,11.59090909090909
528.0,7.5
529.0,6.136363636363637
530.0,7.5
531.0,10.227272727272727
532.0,10.227272727272727
533.0,12.272727272727273
534.0,17.045454545454543
535.0,21.136363636363637
536.0,23.863636363636363
537.0,21.136363636363637
538.0,20.454545454545453
542.0,20.454545454545453
543.0,15.681818181818182
544.0,15.0
545.0,12.272727272727273
546.0,10.909090909090908
547.0,10.227272727272727
548.0,15.681818181818182
549.0,15.0
550.0,10.909090909090908
551.0,11.59090909090909
552.0,13.636363636363637
553.0,13.636363636363637
554.0,8.863636363636363
555.0,8.181818181818182
556.0,8.863636363636363
557.0,9.545454545454545
558.0,7.5
559.0,8.181818181818182
560.0,12.272727272727273
561.0,14.318181818181818
562.0,15.0
564.0,10.227272727272727
565.0,8.181818181818182
566.0,6.818181818181818
567.0,9.545454545454545
568.0,10.227272727272727
569.0,8.863636363636363
570.0,8.863636363636363
571.0,10.227272727272727
572.0,12.272727272727273
573.0,11.59090909090909
574.0,8.863636363636363
575.0,10.909090909090908
576.0,12.954545454545455
577.0,14.318181818181818
578.0,10.909090909090908
579.0,8.863636363636363
580.0,5.795454545454545
581.0,4.7727272727272725
582.0,4.090909090909091
583.0,5.454545454545454
584.0,7.5
585.0,5.454545454545454
586.0,4.090909090909091
587.0,3.409090909090909
588.0,7.5
589.0,10.909090909090908
590.0,12.272727272727273
591.0,17.045454545454543
592.0,19.77272727272727
593.0,19.77272727272727
594.0,21.818181818181817
595.0,26.59090909090909
596.0,30.681818181818183
597.0,36.13636363636363
598.0,36.13636363636363
599.0,37.5
600.0,27.148760330578508
601.0,24.545454545454547
602.0,21.818181818181817
603.0,17.045454545454543
604.0,12.954545454545455
605.0,10.227272727272727
606.0,10.909090909090908
607.0,12.272727272727273
608.0,14.318181818181818
609.0,17.045454545454543
610.0,23.18181818181818
611.0,33.40909090909091
612.0,42.81818181818183
614.0,58.181818181818166
615.0,70.22727272727273
616.0,74.31818181818183
617.0,72.95454545454545
618.0,65.18181818181819
619.0,40.11363636363635
620.0,36.81818181818182
621.0,32.72727272727273
622.0,21.136363636363637
623.0,10.909090909090908
624.0,10.227272727272727
625.0,10.227272727272727
626.0,10.909090909090908
627.0,12.954545454545455
628.0,17.727272727272727
629.0,26.59090909090909
630.0,36.13636363636363
631.0,47.04545454545455
632.0,55.22727272727273
633.0,57.95454545454545
634.0,55.22727272727273
635.0,55.22727272727273
636.0,56.590909090909086
637.0,57.27272727272727
638.0,49.77272727272727
639.0,40.22727272727273
640.0,36.13636363636363
641.0,31.363636363636363
642.0,23.863636363636363
643.0,21.136363636363637
644.0,23.863636363636363
645.0,26.59090909090909
646.0,26.59090909090909
647.0,29.31818181818182
648.0,34.090909090909086
649.0,42.27272727272727
650.0,47.04545454545455
651.0,47.04545454545455
652.0,50.45454545454545
653.0,51.81818181818182
654.0,55.22727272727273
655.0,59.31818181818182
656.0,64.77272727272728
657.0,64.0909090909091
658.0,47.72727272727273
659.0,45.0
660.0,32.72727272727273
661.0,28.636363636363637
662.0,29.31818181818182
663.0,29.31818181818182
664.0,22.5
665.0,19.77272727272727
666.0,23.18181818181818
667.0,26.59090909090909
668.0,30.0
669.0,46.36363636363636
670.0,57.27272727272727
671.0,62.72727272727273
672.0,55.22727272727273
673.0,48.409090909090914
674.0,41.59090909090909
675.0,35.45454545454545
676.0,31.363636363636363
677.0,28.636363636363637
678.0,32.04545454545455
679.0,32.72727272727273
680.0,27.954545454545457
681.0,30.0
682.0,34.090909090909086
683.0,29.31818181818182
684.0,29.31818181818182
688.0,25.227272727272727
689.0,42.27272727272727
690.0,42.95454545454545
691.0,33.40909090909091
692.0,32.72727272727273
693.0,31.363636363636363
694.0,25.227272727272727
695.0,18.40909090909091
696.0,17.045454545454543
697.0,15.681818181818182
698.0,16.363636363636363
699.0,17.045454545454543
700.0,17.045454545454543
701.0,18.40909090909091
702.0,17.727272727272727
703.0,18.40909090909091
704.0,17.045454545454543
705.0,12.272727272727273
706.0,11.59090909090909
707.0,8.863636363636363
708.0,10.909090909090908
709.0,12.954545454545455
710.0,15.0
711.0,15.681818181818182
712.0,13.636363636363637
713.0,11.59090909090909
714.0,12.272727272727273
715.0,14.318181818181818
716.0,12.272727272727273
717.0,8.863636363636363
718.0,7.5
719.0,8.181818181818182
720.0,10.227272727272727
721.0,11.59090909090909
722.0,12.954545454545455
723.0,15.0
724.0,14.318181818181818
725.0,12.272727272727273
726.0,10.909090909090908
727.0,9.545454545454545
728.0,9.545454545454545
729.0,11.59090909090909
730.0,12.954545454545455
731.0,13.636363636363637
732.0,15.0
733.0,17.727272727272727
734.0,20.454545454545453
735.0,39.54545454545454
736.0,50.60606060606061
737.0,47.215909090909086
738.0,26.493506493506477
744.0,13.636363636363637
746.0,1.3636363636363635
747.0,1.3636363636363635
750.0,4.090909090909091
751.0,4.7727272727272725
752.0,4.7727272727272725
753.0,4.7727272727272725
754.0,6.818181818181818
755.0,8.522727272727272
756.0,6.136363636363637
757.0,5.454545454545454
758.0,4.7727272727272725
